В-Ва	3.60144927536
Баев	4.34426229508
Берг	4.28676470588
Боев	4.82203389831
Грей	4.69696969697
Квон	4.55371900826
Куля	3.828125
Лазо	4.421875
Суев	4.60162601626
Фейн	4.06870229008
Яцко	4.35416666667
Ящук	4.4964028777
Антия	3.796875
Атлас	3.46527777778
Байда	4.65151515152
Белая	4.29370629371
Богуш	3.96062992126
Бойко	4.40740740741
Глейм	3.6641221374
Гулай	4.02564102564
Дуров	3.8897338403
Духин	4.23577235772
Духно	3.57627118644
Дюжев	4.453125
Исаев	3.40151515152
Калко	3.85454545455
Келим	4.7299270073
Котов	4.54961832061
Кулик	4.19205298013
Кухта	4.40170940171
Кучук	4.51428571429
Лесин	4.25
Лыков	3.4552238806
Людей	3.88709677419
Малик	4.40458015267
Мороз	4.25
Мотов	4.11290322581
Орлов	3.57974683544
Охват	3.62913907285
Пилин	3.88805970149
Поляк	4.33870967742
Попов	4.4380952381
Раков	3.9842519685
Рощин	4.0243902439
Рыбин	4.09677419355
Сычев	3.45535714286
Титов	3.78181818182
Умнов	3.44881889764
Уткин	4.61805555556
Чайко	4.34814814815
Чубей	4.4964028777
Шалел	4.61643835616
Шалыт	3.43165467626
Шарко	3.58582089552
Шипов	4.17073170732
Шоман	4.26153846154
Щукин	3.62962962963
Эрние	4.43939393939
Юшина	4.59854014599
Ярось	3.95454545455
Яшина	3.816
Ящике	4.53921568627
Гаген-Торн	3.71755725191
Абанин	3.66153846154
Амзаев	4.5037593985
Арману	3.32520325203
Бабаин	4.32638888889
Баинов	3.45528455285
Бакаев	3.60431654676
Бандин	3.25833333333
Белоус	4.42045454545
Беляев	4.225
Биргер	4.27659574468
Болтин	4.4
Бурмак	4.5737704918
Бурцев	4.48
Бычков	4.61403508772
Васина	3.5641025641
Витько	3.40350877193
Волков	3.89705882353
Гершон	4.16260162602
Гетман	4.26495726496
Глотко	4.33870967742
Гуляев	3.30769230769
Гущина	4.35810810811
Дадаян	3.47619047619
Дигина	4.07857142857
Дочева	4.52760736196
Дудина	3.78333333333
Дьяков	4.66197183099
Егоров	4.1724137931
Епихов	3.808
Ершова	4.13492063492
Ефанов	4.53676470588
Желтов	3.74342105263
Зайцев	3.39393939394
Зотеев	4.66141732283
Зубков	3.35514018692
